County Name,Year,STRATA,AGE GROUP,LIFETIME PREVALENCE,95% CONFIDENCE INTERVAL,Avg PM10,Avg SO2,Avg CO,Avg NO2,Avg OZONE,Avg PM2.5
Orange,2017,Child vs. adult,18+ years,12.3,(9.2-15.5),26.74774774774775,0.1004974860335195,0.5080794410958904,14.784159476712327,0.0284792493150684,13.63019380453258
Riverside,2017,Child vs. adult,18+ years,15.5,(8.8-22.2),43.30958904109589,0.2941632561983471,0.0501604657534246,3.8644557369863017,0.0453223561643835,7.227502361643836
Sacramento,2017,Child vs. adult,18+ years,22.0,(17.4-26.7),21.797142857142852,1.8489786244541488,0.3282036243093922,7.612059956164384,0.0292502301369863,7.630320423398328
San Bernardino,2017,Child vs. adult,18+ years,16.0,(12.4-19.6),25.175342465753424,0.7231546164383562,0.2249346630136986,14.816184750684933,0.0340240630136986,15.927017073972603
San Diego,2017,Child vs. adult,18+ years,15.8,(13.2-18.5),22.16030534351145,0.1125408662790697,0.6233071452054795,8.448794312328767,0.0293756904109589,5.684045816155988
Santa Barbara,2017,Child vs. adult,18+ years,16.5,(3.8-29.1),23.421917808219177,0.0249204739726027,0.1999236438356164,3.102996852054795,0.0320940493150684,10.732439230136986
Santa Clara,2017,Child vs. adult,18+ years,15.2,(11.6-18.8),20.62962962962963,0.2055241107784431,0.3585921589041095,12.394777128767124,0.0259077561643835,5.968408071232877
Solano,2017,Child vs. adult,18+ years,22.7,(12.0-33.3),17.4,0.8083825464788732,0.3995891690140845,8.000091278089888,0.0253500520547945,11.58084198611111
Los Angeles,2017,Age groups,0-4 years,6.5,(1.2-11.7),31.767123287671232,0.378814394520548,0.4014487123287671,15.754025857534248,0.0354546958904109,14.51671570958904
Fresno,2017,Age groups,5-17 years,24.1,(4.7-43.6),38.36164383561644,0.625524530726257,0.344880904109589,11.834990432876712,0.0329404986301369,14.306137271232878
Los Angeles,2017,Age groups,5-17 years,17.9,(12.3-23.5),31.767123287671232,0.378814394520548,0.4014487123287671,15.754025857534248,0.0354546958904109,14.51671570958904
Orange,2017,Age groups,5-17 years,13.6,(2.5-24.8),26.74774774774775,0.1004974860335195,0.5080794410958904,14.784159476712327,0.0284792493150684,13.63019380453258
Riverside,2017,Age groups,5-17 years,20.5,(8.4-32.5),43.30958904109589,0.2941632561983471,0.0501604657534246,3.8644557369863017,0.0453223561643835,7.227502361643836
Sacramento,2017,Age groups,5-17 years,17.9,(3.0-32.7),21.797142857142852,1.8489786244541488,0.3282036243093922,7.612059956164384,0.0292502301369863,7.630320423398328
San Bernardino,2017,Age groups,5-17 years,18.3,(4.9-31.7),25.175342465753424,0.7231546164383562,0.2249346630136986,14.816184750684933,0.0340240630136986,15.927017073972603
San Diego,2017,Age groups,5-17 years,13.5,(6.3-20.6),22.16030534351145,0.1125408662790697,0.6233071452054795,8.448794312328767,0.0293756904109589,5.684045816155988
Santa Clara,2017,Age groups,5-17 years,18.5,(5.2-31.7),20.62962962962963,0.2055241107784431,0.3585921589041095,12.394777128767124,0.0259077561643835,5.968408071232877
Contra Costa,2017,Age groups,18-64 years,21.0,(15.1-26.8),16.868852459016395,0.6415774273972603,0.2911790821917808,6.577155934246576,0.0274483287671232,12.12643277260274
Fresno,2017,Age groups,18-64 years,21.2,(14.6-27.7),38.36164383561644,0.625524530726257,0.344880904109589,11.834990432876712,0.0329404986301369,14.306137271232878
Los Angeles,2017,Age groups,18-64 years,14.9,(13.3-16.5),31.767123287671232,0.378814394520548,0.4014487123287671,15.754025857534248,0.0354546958904109,14.51671570958904
Orange,2017,Age groups,18-64 years,12.8,(8.9-16.7),26.74774774774775,0.1004974860335195,0.5080794410958904,14.784159476712327,0.0284792493150684,13.63019380453258
Riverside,2017,Age groups,18-64 years,16.4,(8.9-23.8),43.30958904109589,0.2941632561983471,0.0501604657534246,3.8644557369863017,0.0453223561643835,7.227502361643836
Sacramento,2017,Age groups,18-64 years,22.5,(17.0-27.9),21.797142857142852,1.8489786244541488,0.3282036243093922,7.612059956164384,0.0292502301369863,7.630320423398328
San Bernardino,2017,Age groups,18-64 years,16.6,(12.3-20.9),25.175342465753424,0.7231546164383562,0.2249346630136986,14.816184750684933,0.0340240630136986,15.927017073972603
San Diego,2017,Age groups,18-64 years,16.8,(13.2-20.3),22.16030534351145,0.1125408662790697,0.6233071452054795,8.448794312328767,0.0293756904109589,5.684045816155988
Santa Barbara,2017,Age groups,18-64 years,18.0,(0.4-35.6),23.421917808219177,0.0249204739726027,0.1999236438356164,3.102996852054795,0.0320940493150684,10.732439230136986
Santa Clara,2017,Age groups,18-64 years,14.9,(11.0-18.9),20.62962962962963,0.2055241107784431,0.3585921589041095,12.394777128767124,0.0259077561643835,5.968408071232877
Solano,2017,Age groups,18-64 years,23.1,(10.6-35.6),17.4,0.8083825464788732,0.3995891690140845,8.000091278089888,0.0253500520547945,11.58084198611111
Contra Costa,2017,Age groups,65+ years,15.0,(6.3-23.7),16.868852459016395,0.6415774273972603,0.2911790821917808,6.577155934246576,0.0274483287671232,12.12643277260274
Fresno,2017,Age groups,65+ years,16.5,(4.5-28.6),38.36164383561644,0.625524530726257,0.344880904109589,11.834990432876712,0.0329404986301369,14.306137271232878
Los Angeles,2017,Age groups,65+ years,12.9,(10.1-15.8),31.767123287671232,0.378814394520548,0.4014487123287671,15.754025857534248,0.0354546958904109,14.51671570958904
Riverside,2017,Age groups,65+ years,12.4,(5.8-19.0),43.30958904109589,0.2941632561983471,0.0501604657534246,3.8644557369863017,0.0453223561643835,7.227502361643836
Sacramento,2017,Age groups,65+ years,20.2,(9.2-31.2),21.797142857142852,1.8489786244541488,0.3282036243093922,7.612059956164384,0.0292502301369863,7.630320423398328
San Bernardino,2017,Age groups,65+ years,12.5,(5.8-19.2),25.175342465753424,0.7231546164383562,0.2249346630136986,14.816184750684933,0.0340240630136986,15.927017073972603
San Diego,2017,Age groups,65+ years,11.6,(7.1-16.1),22.16030534351145,0.1125408662790697,0.6233071452054795,8.448794312328767,0.0293756904109589,5.684045816155988
Santa Clara,2017,Age groups,65+ years,16.4,(9.2-23.6),20.62962962962963,0.2055241107784431,0.3585921589041095,12.394777128767124,0.0259077561643835,5.968408071232877
Solano,2017,Age groups,65+ years,20.3,(7.8-32.8),17.4,0.8083825464788732,0.3995891690140845,8.000091278089888,0.0253500520547945,11.58084198611111
Contra Costa,2019,Total population,All ages,17.9,(14.2-21.5),14.344262295081966,0.5097831506849315,0.3276292630136986,5.906309671232877,0.0283907397260273,6.917286345205479
Fresno,2019,Total population,All ages,20.0,(16.3-23.7),34.85479452054795,0.4185455331491713,0.3053354917582417,11.115478580821918,0.0313079287671232,10.595683608219176
Los Angeles,2019,Total population,All ages,14.6,(13.6-15.7),22.49586776859504,0.3258411506849314,0.3199517397260274,13.727027591780825,0.0339124821917808,10.71268641369863
Riverside,2019,Total population,All ages,12.2,(10.4-14.0),31.315068493150687,0.4159225682451253,0.1647930136986301,5.460456021917809,0.036647709589041,4.67727062739726
Sacramento,2019,Total population,All ages,16.0,(13.2-18.8),19.386111111111116,0.3818262888888888,0.298488771978022,8.13907767671233,0.0288716109589041,5.774376194444445
San Bernardino,2019,Total population,All ages,12.8,(10.7-15.0),24.36164383561644,1.7347111479452055,0.1152720575342465,13.613044964383562,0.0362795561643835,15.391920501369864
San Diego,2019,Total population,All ages,14.2,(12.8-15.7),20.024793388429757,0.0672179795918367,0.4883460578512397,7.990781876712329,0.0309669808219178,13.796374869688384
Santa Barbara,2019,Total population,All ages,9.6,(6.5-12.7),19.43013698630137,0.0030985671232876,0.1593700219178082,4.476973602739726,0.031275402739726,6.776553383561644
Santa Clara,2019,Total population,All ages,14.5,(12.4-16.7),18.258333333333333,0.1440961959654178,0.3156193379120879,10.727654583561645,0.0267791397260274,5.886988980769231
Solano,2019,Total population,All ages,22.3,(16.0-28.5),12.125,0.4597860919220056,0.3178739888888889,7.298386875,0.0258535232876712,8.670733315642458
Contra Costa,2019,Child vs. adult,0-17 years,10.3,(4.2-16.4),14.344262295081966,0.5097831506849315,0.3276292630136986,5.906309671232877,0.0283907397260273,6.917286345205479
Fresno,2019,Child vs. adult,0-17 years,12.6,(6.1-19.1),34.85479452054795,0.4185455331491713,0.3053354917582417,11.115478580821918,0.0313079287671232,10.595683608219176
Los Angeles,2019,Child vs. adult,0-17 years,12.8,(10.3-15.3),22.49586776859504,0.3258411506849314,0.3199517397260274,13.727027591780825,0.0339124821917808,10.71268641369863
Riverside,2019,Child vs. adult,0-17 years,11.5,(6.8-16.2),31.315068493150687,0.4159225682451253,0.1647930136986301,5.460456021917809,0.036647709589041,4.67727062739726
Sacramento,2019,Child vs. adult,0-17 years,8.1,(3.7-12.5),19.386111111111116,0.3818262888888888,0.298488771978022,8.13907767671233,0.0288716109589041,5.774376194444445
San Bernardino,2019,Child vs. adult,0-17 years,8.7,(4.3-13.0),24.36164383561644,1.7347111479452055,0.1152720575342465,13.613044964383562,0.0362795561643835,15.391920501369864
San Diego,2019,Child vs. adult,0-17 years,9.8,(7.5-12.1),20.024793388429757,0.0672179795918367,0.4883460578512397,7.990781876712329,0.0309669808219178,13.796374869688384
Santa Barbara,2019,Child vs. adult,0-17 years,4.8,(1.1-8.6),19.43013698630137,0.0030985671232876,0.1593700219178082,4.476973602739726,0.031275402739726,6.776553383561644
Santa Clara,2019,Child vs. adult,0-17 years,9.0,(4.3-13.7),18.258333333333333,0.1440961959654178,0.3156193379120879,10.727654583561645,0.0267791397260274,5.886988980769231
Solano,2019,Child vs. adult,0-17 years,7.0,(2.4-11.6),12.125,0.4597860919220056,0.3178739888888889,7.298386875,0.0258535232876712,8.670733315642458
Contra Costa,2019,Child vs. adult,18+ years,19.9,(15.9-24.0),14.344262295081966,0.5097831506849315,0.3276292630136986,5.906309671232877,0.0283907397260273,6.917286345205479
Fresno,2019,Child vs. adult,18+ years,22.8,(18.6-27.0),34.85479452054795,0.4185455331491713,0.3053354917582417,11.115478580821918,0.0313079287671232,10.595683608219176
Los Angeles,2019,Child vs. adult,18+ years,15.2,(14.0-16.4),22.49586776859504,0.3258411506849314,0.3199517397260274,13.727027591780825,0.0339124821917808,10.71268641369863
Riverside,2019,Child vs. adult,18+ years,12.5,(10.5-14.4),31.315068493150687,0.4159225682451253,0.1647930136986301,5.460456021917809,0.036647709589041,4.67727062739726
Sacramento,2019,Child vs. adult,18+ years,18.6,(15.0-22.2),19.386111111111116,0.3818262888888888,0.298488771978022,8.13907767671233,0.0288716109589041,5.774376194444445
San Bernardino,2019,Child vs. adult,18+ years,14.3,(11.8-16.8),24.36164383561644,1.7347111479452055,0.1152720575342465,13.613044964383562,0.0362795561643835,15.391920501369864
San Diego,2019,Child vs. adult,18+ years,15.7,(13.9-17.4),20.024793388429757,0.0672179795918367,0.4883460578512397,7.990781876712329,0.0309669808219178,13.796374869688384
Santa Barbara,2019,Child vs. adult,18+ years,11.0,(7.1-14.8),19.43013698630137,0.0030985671232876,0.1593700219178082,4.476973602739726,0.031275402739726,6.776553383561644
Santa Clara,2019,Child vs. adult,18+ years,16.2,(13.8-18.6),18.258333333333333,0.1440961959654178,0.3156193379120879,10.727654583561645,0.0267791397260274,5.886988980769231
Solano,2019,Child vs. adult,18+ years,26.9,(18.7-35.0),12.125,0.4597860919220056,0.3178739888888889,7.298386875,0.0258535232876712,8.670733315642458
Contra Costa,2019,Age groups,0-4 years,4.7,(0.3-9.2),14.344262295081966,0.5097831506849315,0.3276292630136986,5.906309671232877,0.0283907397260273,6.917286345205479
Los Angeles,2019,Age groups,0-4 years,7.7,(3.8-11.6),22.49586776859504,0.3258411506849314,0.3199517397260274,13.727027591780825,0.0339124821917808,10.71268641369863
San Diego,2019,Age groups,0-4 years,5.2,(3.5-6.9),20.024793388429757,0.0672179795918367,0.4883460578512397,7.990781876712329,0.0309669808219178,13.796374869688384
Contra Costa,2019,Age groups,5-17 years,11.8,(4.8-18.9),14.344262295081966,0.5097831506849315,0.3276292630136986,5.906309671232877,0.0283907397260273,6.917286345205479
Fresno,2019,Age groups,5-17 years,13.4,(6.5-20.2),34.85479452054795,0.4185455331491713,0.3053354917582417,11.115478580821918,0.0313079287671232,10.595683608219176
Los Angeles,2019,Age groups,5-17 years,14.7,(11.7-17.7),22.49586776859504,0.3258411506849314,0.3199517397260274,13.727027591780825,0.0339124821917808,10.71268641369863
Riverside,2019,Age groups,5-17 years,13.4,(7.5-19.3),31.315068493150687,0.4159225682451253,0.1647930136986301,5.460456021917809,0.036647709589041,4.67727062739726
Sacramento,2019,Age groups,5-17 years,10.9,(4.8-17.1),19.386111111111116,0.3818262888888888,0.298488771978022,8.13907767671233,0.0288716109589041,5.774376194444445
San Bernardino,2019,Age groups,5-17 years,12.6,(6.2-19.1),24.36164383561644,1.7347111479452055,0.1152720575342465,13.613044964383562,0.0362795561643835,15.391920501369864
San Diego,2019,Age groups,5-17 years,12.0,(8.5-15.5),20.024793388429757,0.0672179795918367,0.4883460578512397,7.990781876712329,0.0309669808219178,13.796374869688384
Santa Barbara,2019,Age groups,5-17 years,6.6,(1.4-11.9),19.43013698630137,0.0030985671232876,0.1593700219178082,4.476973602739726,0.031275402739726,6.776553383561644
Santa Clara,2019,Age groups,5-17 years,11.3,(5.2-17.4),18.258333333333333,0.1440961959654178,0.3156193379120879,10.727654583561645,0.0267791397260274,5.886988980769231
Solano,2019,Age groups,5-17 years,10.8,(3.1-18.6),12.125,0.4597860919220056,0.3178739888888889,7.298386875,0.0258535232876712,8.670733315642458
Contra Costa,2019,Age groups,18-64 years,20.3,(15.4-25.2),14.344262295081966,0.5097831506849315,0.3276292630136986,5.906309671232877,0.0283907397260273,6.917286345205479
Fresno,2019,Age groups,18-64 years,23.7,(18.7-28.6),34.85479452054795,0.4185455331491713,0.3053354917582417,11.115478580821918,0.0313079287671232,10.595683608219176
Los Angeles,2019,Age groups,18-64 years,15.5,(14.1-16.9),22.49586776859504,0.3258411506849314,0.3199517397260274,13.727027591780825,0.0339124821917808,10.71268641369863
Riverside,2019,Age groups,18-64 years,12.8,(10.5-15.2),31.315068493150687,0.4159225682451253,0.1647930136986301,5.460456021917809,0.036647709589041,4.67727062739726
Sacramento,2019,Age groups,18-64 years,19.1,(14.8-23.4),19.386111111111116,0.3818262888888888,0.298488771978022,8.13907767671233,0.0288716109589041,5.774376194444445
